timestamp,call_sid,speaker,message_type,content,audio_files_used,response_time_ms
2025-07-29T08:15:39.221724,CA165e5367fadbeb405758a9a0fb861fd9,Nisha,audio,<audio: intro_klariqo1.1.mp3>,intro_klariqo1.1.mp3,
2025-07-29T08:16:01.602256,CA165e5367fadbeb405758a9a0fb861fd9,Principal,transcript,"अच्छा जी, बताइए.",,
2025-07-29T08:16:02.690710,CA165e5367fadbeb405758a9a0fb861fd9,Nisha,audio,<audio: intro_klariqo1.1.mp3>,intro_klariqo1.1.mp3,
2025-07-29T08:16:24.835598,CA165e5367fadbeb405758a9a0fb861fd9,Principal,transcript,"ठीक है, जी बताइए और",,
2025-07-29T08:16:25.755095,CA165e5367fadbeb405758a9a0fb861fd9,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3",
2025-07-29T08:16:46.909219,CA165e5367fadbeb405758a9a0fb861fd9,Principal,transcript,ठीक है.,,
2025-07-29T08:16:47.855687,CA165e5367fadbeb405758a9a0fb861fd9,Nisha,audio,<audio: basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T08:17:14.162935,CA165e5367fadbeb405758a9a0fb861fd9,Principal,transcript,अच्छा ठीक है तो इसका cost क्या रहेगा?,,
2025-07-29T08:17:14.866511,CA165e5367fadbeb405758a9a0fb861fd9,Nisha,audio,<audio: klariqo_pricing1.1.mp3>,klariqo_pricing1.1.mp3,
2025-07-29T08:17:45.968620,CA165e5367fadbeb405758a9a0fb861fd9,Principal,transcript,जी यह बताइए 3000 minutes का क्या logic है?,,
2025-07-29T08:17:47.142108,CA165e5367fadbeb405758a9a0fb861fd9,Nisha,audio,<audio: klariqo_pricing1.1.mp3 + 3000_mins_breakdown1.1.mp3>,"klariqo_pricing1.1.mp3, 3000_mins_breakdown1.1.mp3",
2025-07-29T08:18:50.136009,CA165e5367fadbeb405758a9a0fb861fd9,Principal,transcript,"हां जी, 25 work days होते हैं.",,
2025-07-29T08:18:52.061502,CA165e5367fadbeb405758a9a0fb861fd9,Nisha,audio,<audio: 40_calls_everymonth1.1.mp3 + 3000_mins_breakdown1.1.mp3>,"40_calls_everymonth1.1.mp3, 3000_mins_breakdown1.1.mp3",
2025-07-29T08:19:41.490560,CA165e5367fadbeb405758a9a0fb861fd9,Principal,transcript,"ठीक है, तो इसमें मेरा कितना काम रहेगा मतलब मुझे कितना technical setup",,
2025-07-29T08:19:42.398012,CA165e5367fadbeb405758a9a0fb861fd9,Nisha,audio,<audio: klariqo_low_maintan_start.mp3 + agents_call_recording.mp3>,"klariqo_low_maintan_start.mp3, agents_call_recording.mp3",
2025-07-29T08:20:49.740465,CA165e5367fadbeb405758a9a0fb861fd9,Principal,transcript,कैसे काम करता है यह basically?,,
2025-07-29T08:20:50.714005,CA165e5367fadbeb405758a9a0fb861fd9,Nisha,audio,<audio: basically_agent_answers_parents.mp3 + voice_agents_trained_details.mp3>,"basically_agent_answers_parents.mp3, voice_agents_trained_details.mp3",
2025-07-29T08:21:18.286774,CA165e5367fadbeb405758a9a0fb861fd9,Principal,transcript,नहीं नहीं तो मैं यह technically पुछ रहा हूं कि behind the scenes,,
2025-07-29T08:21:19.221775,CA165e5367fadbeb405758a9a0fb861fd9,Nisha,audio,<audio: klariqo_low_maintan_start.mp3 + agents_call_recording.mp3 + agents_wrong_answer_first_solution1.1.mp3>,"klariqo_low_maintan_start.mp3, agents_call_recording.mp3, agents_wrong_answer_first_solution1.1.mp3",
2025-07-29T08:22:13.020731,CA4088c80b193e53cdfca957296993529a,Nisha,audio,<audio: intro_klariqo1.1.mp3>,intro_klariqo1.1.mp3,
2025-07-29T08:22:35.553410,CA4088c80b193e53cdfca957296993529a,Principal,transcript,"अच्छा जी, interesting जी बताइए.",,
2025-07-29T08:22:36.670056,CA4088c80b193e53cdfca957296993529a,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3",
2025-07-29T08:22:58.100337,CA4088c80b193e53cdfca957296993529a,Principal,transcript,अच्छा ठीक है फिर.,,
2025-07-29T08:22:59.008050,CA4088c80b193e53cdfca957296993529a,Nisha,audio,<audio: basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T08:23:27.466432,CA4088c80b193e53cdfca957296993529a,Principal,transcript,अच्छा तो यह मतलब क्या guarantee रहता है कि agent कभी गलत answer नहीं देगा इसमें?,,
2025-07-29T08:23:28.456106,CA4088c80b193e53cdfca957296993529a,Nisha,audio,<audio: agents_wrong_answer_first_solution1.1.mp3 + agents_wrong_answer_second_solution.mp3>,"agents_wrong_answer_first_solution1.1.mp3, agents_wrong_answer_second_solution.mp3",
2025-07-29T08:24:30.160656,CA4088c80b193e53cdfca957296993529a,Principal,transcript,अच्छा तो मेरे पास तो receptionist हैं पहले से जो यह चीज़ करते हैं,,
2025-07-29T08:24:31.456680,CA4088c80b193e53cdfca957296993529a,Nisha,audio,<audio: klariqo_agents_sound_so_realistic.mp3 + agents_need_no_breaks.mp3>,"klariqo_agents_sound_so_realistic.mp3, agents_need_no_breaks.mp3",
2025-07-29T08:24:52.676381,CA4088c80b193e53cdfca957296993529a,Principal,transcript,तो यह मतलब AI agent का क्या benefit है?,,
2025-07-29T08:24:53.579671,CA4088c80b193e53cdfca957296993529a,Nisha,audio,<audio: klariqo_agents_sound_so_realistic.mp3 + agents_need_no_breaks.mp3>,"klariqo_agents_sound_so_realistic.mp3, agents_need_no_breaks.mp3",
2025-07-29T08:25:19.423488,CA4088c80b193e53cdfca957296993529a,Principal,transcript,अच्छा ठीक है तो इसका pricing क्या रहेगा?,,
2025-07-29T08:25:19.986429,CA4088c80b193e53cdfca957296993529a,Nisha,audio,<audio: klariqo_pricing1.1.mp3>,klariqo_pricing1.1.mp3,
2025-07-29T09:05:45.095127,CA0e5625cbf38fb9bebc948198050aaa77,Nisha,audio,<audio: intro_klariqo1.1.mp3>,intro_klariqo1.1.mp3,
2025-07-29T09:07:10.174017,CAb71a2297f963c425f597a20f02ab817a,Nisha,audio,<audio: intro_klariqo1.1.mp3>,intro_klariqo1.1.mp3,
2025-07-29T09:10:44.470014,CA2e3def596ec2331c87f62b435c305d1c,Nisha,audio,<audio: intro_klariqo1.1.mp3>,intro_klariqo1.1.mp3,
2025-07-29T09:11:06.132004,CA2e3def596ec2331c87f62b435c305d1c,Principal,transcript,अच्छा जी बताइए.,,
2025-07-29T09:11:07.145613,CA2e3def596ec2331c87f62b435c305d1c,Nisha,audio,<audio: intro_klariqo1.1.mp3 + intro_klariqo1.2.mp3>,"intro_klariqo1.1.mp3, intro_klariqo1.2.mp3",
2025-07-29T09:11:44.852552,CA2e3def596ec2331c87f62b435c305d1c,Principal,transcript,ठीक है ना जी बताइए आगे?,,
2025-07-29T09:11:45.961320,CA2e3def596ec2331c87f62b435c305d1c,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3",
2025-07-29T09:12:07.622568,CA2e3def596ec2331c87f62b435c305d1c,Principal,transcript,अच्छा ठीक है फिर.,,
2025-07-29T09:12:09.403558,CA2e3def596ec2331c87f62b435c305d1c,Nisha,audio,<audio: basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T12:27:32.300839,CA64efd3b525d5aaea9f3da5ac25b4df9c,Nisha,audio,<audio: intro_klariqo1.1.mp3>,intro_klariqo1.1.mp3,
2025-07-29T12:27:54.361762,CA64efd3b525d5aaea9f3da5ac25b4df9c,Principal,transcript,अच्छा ok interesting बताइए आप,,
2025-07-29T12:28:03.880429,CA64efd3b525d5aaea9f3da5ac25b4df9c,Nisha,tts,<TTS: [appropriate response]>,,
2025-07-29T12:30:24.160088,CA0f7921046239404012fca3f96c023211,Nisha,audio,<audio: intro_klariqo1.1.mp3>,intro_klariqo1.1.mp3,
2025-07-29T12:30:46.080152,CA0f7921046239404012fca3f96c023211,Principal,transcript,"Ok, interesting बताइए.",,
2025-07-29T12:30:48.248821,CA0f7921046239404012fca3f96c023211,Nisha,tts,"<TTS: Sorry, I didnt quite catch that. Can you please rephrase or provide more context?>",,
2025-07-29T12:34:11.256646,CAb6eb12d448a933f4a278872b4651e99c,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T12:34:31.241330,CAb6eb12d448a933f4a278872b4651e99c,Principal,transcript,"Ok, interesting बताइए.",,
2025-07-29T12:34:43.881992,CAb6eb12d448a933f4a278872b4651e99c,Nisha,tts,"<TTS: Sorry, I didnt quite catch that. Can you please rephrase or provide more context?>",,
2025-07-29T12:41:17.335522,CAe03702da171dec700b810870a1b74e21,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T12:41:36.951910,CAe03702da171dec700b810870a1b74e21,Principal,transcript,जी बताइए.,,
2025-07-29T12:41:38.759080,CAe03702da171dec700b810870a1b74e21,Nisha,tts,"<TTS: Sorry, I didnt understand that. Can you please rephrase or provide more context?>",,
2025-07-29T12:47:14.692036,CA9921d6a53da0c0c13591f7a0cfee8087,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T12:47:34.058426,CA9921d6a53da0c0c13591f7a0cfee8087,Principal,transcript,"ठीक है, बताइए.",,
2025-07-29T12:47:37.572385,CA9921d6a53da0c0c13591f7a0cfee8087,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T12:48:21.972927,CA9921d6a53da0c0c13591f7a0cfee8087,Principal,transcript,अच्छा तो इसमें मतलब technical setup क्या रहता है मुझे क्या करना रहेगा?,,
2025-07-29T12:48:23.804125,CA9921d6a53da0c0c13591f7a0cfee8087,Nisha,tts,<TTS: Audio file error - fallback>,,
2025-07-29T14:34:03.401759,CAbd436c79e0c920136b6a46a6ae9608be,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T14:34:23.628178,CAbd436c79e0c920136b6a46a6ae9608be,Principal,transcript,Interesting बताइए.,,
2025-07-29T14:34:26.820576,CAbd436c79e0c920136b6a46a6ae9608be,Nisha,tts,<TTS: [appropriate response]>,,
2025-07-29T14:36:03.549351,CA4581bc6715ac0c48212bb00475a00e9f,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T14:36:23.754294,CA4581bc6715ac0c48212bb00475a00e9f,Principal,transcript,"Ok, interesting बताइए.",,
2025-07-29T14:36:26.556194,CA4581bc6715ac0c48212bb00475a00e9f,Nisha,tts,<TTS: [appropriate response]>,,
2025-07-29T14:39:13.399408,CA092b231a0b15bc63fb77b8d30818c5f9,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T14:39:33.653308,CA092b231a0b15bc63fb77b8d30818c5f9,Principal,transcript,"Ok, interesting बताइए.",,
2025-07-29T14:39:35.397882,CA092b231a0b15bc63fb77b8d30818c5f9,Nisha,audio,<audio: intro_klariqo1.1.mp3 + klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"intro_klariqo1.1.mp3, klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T14:48:36.850250,CA1d8be2b72e73609e4de05571bc29500b,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T14:48:56.712599,CA1d8be2b72e73609e4de05571bc29500b,Principal,transcript,अच्छा ठीक है बताइए.,,
2025-07-29T14:48:57.338112,CA1d8be2b72e73609e4de05571bc29500b,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3>,klariqo_provides_voice_agent1.mp3,
2025-07-29T14:49:08.617807,CA1d8be2b72e73609e4de05571bc29500b,Principal,transcript,अच्छा ok.,,
2025-07-29T14:49:09.192345,CA1d8be2b72e73609e4de05571bc29500b,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3>,klariqo_provides_voice_agent1.mp3,
2025-07-29T14:52:04.998413,CA556074597ae5dbfaa8ad5f5efdda23cf,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T14:52:24.482441,CA556074597ae5dbfaa8ad5f5efdda23cf,Principal,transcript,"Ok, बताइए.",,
2025-07-29T14:52:25.115010,CA556074597ae5dbfaa8ad5f5efdda23cf,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3>,klariqo_provides_voice_agent1.mp3,
2025-07-29T16:09:56.802290,CAe5174a608874e14ab47fb84379b26ffc,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T16:10:16.799484,CAe5174a608874e14ab47fb84379b26ffc,Principal,transcript,"Ok, interesting बताइए.",,
2025-07-29T16:10:21.142274,CAe5174a608874e14ab47fb84379b26ffc,Nisha,audio,<audio: intro_klariqo1.1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"intro_klariqo1.1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T16:11:15.997056,CAe5174a608874e14ab47fb84379b26ffc,Principal,transcript,अच्छा ठीक है तो यह मतलब कैसे काम करता है technically कैसे करना,,
2025-07-29T16:11:18.425187,CAe5174a608874e14ab47fb84379b26ffc,Nisha,audio,<audio: how_does_it_work_tech.mp3 + klariqo_adding_extra_features.mp3>,"how_does_it_work_tech.mp3, klariqo_adding_extra_features.mp3",
2025-07-29T16:22:29.699851,CAe08b878bce41eab816c3b0e4020bbae4,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T16:22:49.565775,CAe08b878bce41eab816c3b0e4020bbae4,Principal,transcript,"Ok, बताइए.",,
2025-07-29T16:22:51.851215,CAe08b878bce41eab816c3b0e4020bbae4,Nisha,audio,<audio: intro_klariqo1.1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"intro_klariqo1.1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T16:23:43.699890,CAe08b878bce41eab816c3b0e4020bbae4,Principal,transcript,"Ok,",,
2025-07-29T16:23:46.000964,CAe08b878bce41eab816c3b0e4020bbae4,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T16:24:30.572545,CAe08b878bce41eab816c3b0e4020bbae4,Principal,transcript,तो इसका pricing क्या रहेगा?,,
2025-07-29T16:24:32.807140,CAe08b878bce41eab816c3b0e4020bbae4,Nisha,audio,<audio: klariqo_pricing1.2.mp3 + 3000_mins_breakdown1.2.mp3 + 40_calls_everymonth1.2.mp3>,"klariqo_pricing1.2.mp3, 3000_mins_breakdown1.2.mp3, 40_calls_everymonth1.2.mp3",
2025-07-29T16:25:47.688544,CAe08b878bce41eab816c3b0e4020bbae4,Principal,transcript,"Ok, तो क्या guarantee है कि यह agent कभी गलत response नहीं करेगा?",,
2025-07-29T16:25:49.244976,CAe08b878bce41eab816c3b0e4020bbae4,Nisha,audio,<audio: agents_wrong_answer_first_solution1.1.mp3 + agents_wrong_answer_second_solution.mp3>,"agents_wrong_answer_first_solution1.1.mp3, agents_wrong_answer_second_solution.mp3",
2025-07-29T16:26:49.484516,CAe08b878bce41eab816c3b0e4020bbae4,Principal,transcript,"ठीक है, तो इसका क्या है technical step क्या रहेगा मतलब मुझे क्या करना पड़ेगा?",,
2025-07-29T16:26:51.157860,CAe08b878bce41eab816c3b0e4020bbae4,Nisha,audio,<audio: how_does_it_work_tech.mp3 + klariqo_adding_extra_features.mp3>,"how_does_it_work_tech.mp3, klariqo_adding_extra_features.mp3",
2025-07-29T16:27:53.726290,CAe08b878bce41eab816c3b0e4020bbae4,Principal,transcript,तो अगर इसका मतलब क्या guarantee है कि यह कभी fail नहीं हो,,
2025-07-29T16:27:55.228510,CAe08b878bce41eab816c3b0e4020bbae4,Nisha,audio,<audio: tech_stability_and_safety_net.mp3>,tech_stability_and_safety_net.mp3,
2025-07-29T16:28:42.861063,CAe08b878bce41eab816c3b0e4020bbae4,Principal,transcript,अच्छा आपने बोला कि यह मतलब इस Clarico,,
2025-07-29T16:28:45.549622,CAe08b878bce41eab816c3b0e4020bbae4,Nisha,tts,<TTS: I want to help you in the best way possible. Could you tell me what specific aspect youd like to know more about?>,,
2025-07-29T16:38:54.541516,CA33ee3ba9924760fc5bc02a7f936ec7b4,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T16:39:14.155600,CA33ee3ba9924760fc5bc02a7f936ec7b4,Principal,transcript,"Ok, बताइए.",,
2025-07-29T16:39:19.238412,CA33ee3ba9924760fc5bc02a7f936ec7b4,Nisha,audio,<audio: intro_klariqo1.1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"intro_klariqo1.1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T16:40:13.919355,CA33ee3ba9924760fc5bc02a7f936ec7b4,Principal,transcript,"ठीक है, तो इसका मतलब क्या करना रहेगा इसमें मुझे?",,
2025-07-29T16:40:15.666221,CA33ee3ba9924760fc5bc02a7f936ec7b4,Nisha,audio,<audio: klariqo_low_maintan_start.mp3 + klariqo_adding_extra_features.mp3>,"klariqo_low_maintan_start.mp3, klariqo_adding_extra_features.mp3",
2025-07-29T16:41:08.666333,CA33ee3ba9924760fc5bc02a7f936ec7b4,Principal,transcript,तो इसका क्या guarantee है कि यह जो agent है यह कभी गलती नहीं करेगा?,,
2025-07-29T16:41:11.178742,CA33ee3ba9924760fc5bc02a7f936ec7b4,Nisha,audio,<audio: agents_wrong_answer_first_solution1.1.mp3 + agents_wrong_answer_second_solution.mp3>,"agents_wrong_answer_first_solution1.1.mp3, agents_wrong_answer_second_solution.mp3",
2025-07-29T16:42:11.638576,CA33ee3ba9924760fc5bc02a7f936ec7b4,Principal,transcript,"ठीक है, तो अभी यह मतलब भोपाल में और कोई कर रहा है",,
2025-07-29T16:42:20.007552,CA33ee3ba9924760fc5bc02a7f936ec7b4,Nisha,audio,<audio: client_examples_bhopal1.mp3>,client_examples_bhopal1.mp3,
2025-07-29T16:42:53.920585,CA33ee3ba9924760fc5bc02a7f936ec7b4,Principal,transcript,अच्छा तो इसका क्या pricing रहता है?,,
2025-07-29T16:42:55.597559,CA33ee3ba9924760fc5bc02a7f936ec7b4,Nisha,audio,<audio: klariqo_pricing1.2.mp3 + 3000_mins_breakdown1.2.mp3 + 40_calls_everymonth1.2.mp3>,"klariqo_pricing1.2.mp3, 3000_mins_breakdown1.2.mp3, 40_calls_everymonth1.2.mp3",
2025-07-29T16:44:08.656457,CA33ee3ba9924760fc5bc02a7f936ec7b4,Principal,transcript,ठीक है तो,,
2025-07-29T16:44:13.401692,CA33ee3ba9924760fc5bc02a7f936ec7b4,Nisha,audio,<audio: intro_klariqo1.1.mp3 + intro_klariqo1.2.mp3>,"intro_klariqo1.1.mp3, intro_klariqo1.2.mp3",
2025-07-29T20:57:22.523796,CA9bb2dcea95dcdc844e3ad2cc5967e05a,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T20:57:42.180233,CA9bb2dcea95dcdc844e3ad2cc5967e05a,Principal,transcript,"Ok, बताइए.",,
