timestamp,call_sid,speaker,message_type,content,audio_files_used,response_time_ms
2025-07-29T20:57:44.933051,CA9bb2dcea95dcdc844e3ad2cc5967e05a,Nisha,audio,<audio: intro_klariqo1.1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"intro_klariqo1.1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T20:59:57.911007,CA80580edbd9a5048d37b0d68eaaefd2f0,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T21:00:18.251118,CA80580edbd9a5048d37b0d68eaaefd2f0,Principal,transcript,"Ok, जी बिल्कुल बताइए.",,
2025-07-29T21:00:18.932877,CA80580edbd9a5048d37b0d68eaaefd2f0,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T21:01:03.223111,CA80580edbd9a5048d37b0d68eaaefd2f0,Principal,transcript,तो इसमें मतलब मुझे क्या करना रहेगा पूरा setup करने के लिए?,,
2025-07-29T21:01:05.919825,CA80580edbd9a5048d37b0d68eaaefd2f0,Nisha,audio,<audio: how_does_it_work_tech.mp3 + klariqo_adding_extra_features.mp3>,"how_does_it_work_tech.mp3, klariqo_adding_extra_features.mp3",
2025-07-29T21:02:06.100407,CA80580edbd9a5048d37b0d68eaaefd2f0,Principal,transcript,"ठीक है, तो इसका pricing क्या रहेगा?",,
2025-07-29T21:02:06.778219,CA80580edbd9a5048d37b0d68eaaefd2f0,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T21:12:09.560874,CAea76c99d57e11b56852e045a80660691,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T21:12:29.166186,CAea76c99d57e11b56852e045a80660691,Principal,transcript,"है, बताइए.",,
2025-07-29T21:12:29.831662,CAea76c99d57e11b56852e045a80660691,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T21:13:12.396808,CAea76c99d57e11b56852e045a80660691,Principal,transcript,"ठीक है, तो इसमें मुझे क्या करना रहेगा?",,
2025-07-29T21:13:14.617868,CAea76c99d57e11b56852e045a80660691,Nisha,audio,<audio: klariqo_low_maintan_start.mp3 + klariqo_adding_extra_features.mp3>,"klariqo_low_maintan_start.mp3, klariqo_adding_extra_features.mp3",
2025-07-29T21:14:08.320650,CAea76c99d57e11b56852e045a80660691,Principal,transcript,"ठीक है, तो मतलब क्या guarantee है कि यह कभी गलती नहीं करेगा response लेने में?",,
2025-07-29T21:14:09.885606,CAea76c99d57e11b56852e045a80660691,Nisha,audio,<audio: agents_wrong_answer_first_solution1.2.mp3 + agents_wrong_answer_second_solution.mp3>,"agents_wrong_answer_first_solution1.2.mp3, agents_wrong_answer_second_solution.mp3",
2025-07-29T21:15:08.646282,CAea76c99d57e11b56852e045a80660691,Principal,transcript,"ठीक है, तो इसके result का कोई proof है क्या आपने बोला दो से तीन गुना हो जाएगा admission?",,
2025-07-29T21:15:12.242306,CAea76c99d57e11b56852e045a80660691,Nisha,audio,<audio: proof_of_improvement1.mp3 + beyond_admissions_outreach.mp3>,"proof_of_improvement1.mp3, beyond_admissions_outreach.mp3",
2025-07-29T21:16:34.072802,CAea76c99d57e11b56852e045a80660691,Principal,transcript,"ठीक है, तो इसका क्या मुझे मतलब recording या कुछ मतलब data मिलेगा क्या?",,
2025-07-29T21:16:35.659199,CAea76c99d57e11b56852e045a80660691,Nisha,audio,<audio: agents_call_recording.mp3 + agents_call_recording1.2.mp3>,"agents_call_recording.mp3, agents_call_recording1.2.mp3",
2025-07-29T21:17:48.567720,CAea76c99d57e11b56852e045a80660691,Principal,transcript,"ठीक है, तो इसका pricing क्या रहता है?",,
2025-07-29T21:17:49.329783,CAea76c99d57e11b56852e045a80660691,Nisha,audio,<audio: klariqo_pricing1.1.mp3 + 3000_mins_breakdown1.1.mp3 + 40_calls_everymonth1.1.mp3>,"klariqo_pricing1.1.mp3, 3000_mins_breakdown1.1.mp3, 40_calls_everymonth1.1.mp3",
2025-07-29T21:19:04.568481,CAea76c99d57e11b56852e045a80660691,Principal,transcript,"ठीक है, तो इसमें मतलब अभी कोई और use कर रहा है इसको भोपाल में या कहीं?",,
2025-07-29T21:19:06.572480,CAea76c99d57e11b56852e045a80660691,Nisha,audio,<audio: client_examples_bhopal1.mp3>,client_examples_bhopal1.mp3,
2025-07-29T21:19:39.354773,CAea76c99d57e11b56852e045a80660691,Principal,transcript,Think आप फिर से बताएंगे?,,
2025-07-29T21:19:43.238883,CAea76c99d57e11b56852e045a80660691,Nisha,tts,<TTS: I want to help you in the best way possible. Could you tell me what specific aspect youd like to know more about?>,,
2025-07-29T21:25:54.462197,CAa8f12bc17dad9c0eef091c4f10e65ac5,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T21:26:14.358488,CAa8f12bc17dad9c0eef091c4f10e65ac5,Principal,transcript,ठीक है बताइए.,,
2025-07-29T21:26:16.153472,CAa8f12bc17dad9c0eef091c4f10e65ac5,Nisha,audio,<audio: intro_klariqo1.1.mp3 + intro_klariqo1.2.mp3>,"intro_klariqo1.1.mp3, intro_klariqo1.2.mp3",
2025-07-29T21:38:08.278609,CA36feee44fbbcb061ff67bcd6d1b8e91a,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T21:38:28.305126,CA36feee44fbbcb061ff67bcd6d1b8e91a,Principal,transcript,है जी बताइए.,,
2025-07-29T21:38:30.365822,CA36feee44fbbcb061ff67bcd6d1b8e91a,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T21:39:14.632870,CA36feee44fbbcb061ff67bcd6d1b8e91a,Principal,transcript,"ठीक है, तो इसमें मुझे क्या करना रहेगा मतलब setup process क्या है इसका?",,
2025-07-29T21:39:16.346352,CA36feee44fbbcb061ff67bcd6d1b8e91a,Nisha,audio,<audio: klariqo_low_maintan_start.mp3 + klariqo_adding_extra_features.mp3>,"klariqo_low_maintan_start.mp3, klariqo_adding_extra_features.mp3",
2025-07-29T21:40:09.860074,CA36feee44fbbcb061ff67bcd6d1b8e91a,Principal,transcript,ठीक है तो यह मतलब क्या guarantee है कि यह agent,,
2025-07-29T21:40:11.722656,CA36feee44fbbcb061ff67bcd6d1b8e91a,Nisha,audio,<audio: proof_of_improvement1.mp3>,proof_of_improvement1.mp3,
2025-07-29T21:40:59.211680,CA36feee44fbbcb061ff67bcd6d1b8e91a,Principal,transcript,नहीं मैं पुछ रहा हूं कि अगर इसमें गलत जवाब अगर वह देने,,
2025-07-29T21:41:00.726719,CA36feee44fbbcb061ff67bcd6d1b8e91a,Nisha,tts,<TTS: Audio file error - fallback>,,
2025-07-29T22:00:57.309087,CA17372f258e6e7388134937f0ca552047,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T22:02:03.502674,CAd33544c724ece6040311e7be81178bd6,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T22:05:13.127212,CAbc0cd1d5ef7bf44af6a88d5eccb4136e,Nisha,audio,<audio: intro_klariqo1.2.mp3>,intro_klariqo1.2.mp3,
2025-07-29T22:08:04.160374,CA3ed74a20678f5ae6eebfb5796727d9ce,Nisha,audio,<audio: intro_klariqo.mp3>,intro_klariqo.mp3,
2025-07-29T22:08:23.986527,CA3ed74a20678f5ae6eebfb5796727d9ce,Principal,transcript,अच्छा ठीक है बताइए.,,
2025-07-29T22:08:25.074183,CA3ed74a20678f5ae6eebfb5796727d9ce,Nisha,tts,<TTS: Audio file error - fallback>,,
2025-07-29T22:11:28.332783,CAa8ca6d6a51a23f64137ab52658a80692,Nisha,audio,<audio: intro_klariqo.mp3>,intro_klariqo.mp3,
2025-07-29T22:11:48.131813,CAa8ca6d6a51a23f64137ab52658a80692,Principal,transcript,"है, बताइए.",,
2025-07-29T22:11:50.378690,CAa8ca6d6a51a23f64137ab52658a80692,Nisha,tts,<TTS: I want to make sure I give you the right information. Could you tell me what specific aspect you'd like to know more about?>,,
2025-07-29T22:12:01.201550,CAa8ca6d6a51a23f64137ab52658a80692,Principal,transcript,मुझे थोड़ा explain करिए यह कैसे होता है?,,
2025-07-29T22:12:03.531887,CAa8ca6d6a51a23f64137ab52658a80692,Nisha,tts,<TTS: I want to make sure I give you the right information. Could you tell me what specific aspect you'd like to know more about?>,,
2025-07-29T23:22:50.831101,CA564b3f924652dc5ec7d231751c1842f1,Nisha,audio,<audio: intro_klariqo.mp3>,intro_klariqo.mp3,
2025-07-29T23:23:10.727479,CA564b3f924652dc5ec7d231751c1842f1,Principal,transcript,बताइए और?,,
2025-07-29T23:23:12.920503,CA564b3f924652dc5ec7d231751c1842f1,Nisha,tts,<TTS: I want to make sure I give you the right information. Could you tell me what specific aspect you'd like to know more about?>,,
2025-07-29T23:24:28.462290,CA4258741bca5b7b9beb4442fc73020e4c,Nisha,audio,<audio: intro_klariqo.mp3>,intro_klariqo.mp3,
2025-07-29T23:24:47.845047,CA4258741bca5b7b9beb4442fc73020e4c,Principal,transcript,"है, बताइए.",,
2025-07-29T23:24:50.112742,CA4258741bca5b7b9beb4442fc73020e4c,Nisha,tts,<TTS: I want to make sure I give you the right information. Could you tell me what specific aspect you'd like to know more about?>,,
2025-07-29T23:30:02.152100,CA2b6c10c1bdb20d7043dfc79fc11465c6,Nisha,audio,<audio: intro_klariqo.mp3>,intro_klariqo.mp3,
2025-07-29T23:30:21.514574,CA2b6c10c1bdb20d7043dfc79fc11465c6,Principal,transcript,बताइए.,,
2025-07-29T23:30:23.655479,CA2b6c10c1bdb20d7043dfc79fc11465c6,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T23:31:06.878398,CA2b6c10c1bdb20d7043dfc79fc11465c6,Principal,transcript,तो क्या guarantee है कि यह कभी गलत जवाब नहीं देगा?,,
2025-07-29T23:31:08.290493,CA2b6c10c1bdb20d7043dfc79fc11465c6,Nisha,audio,<audio: agents_wrong_answer_first_solution.mp3 + agents_wrong_answer_second_solution.mp3>,"agents_wrong_answer_first_solution.mp3, agents_wrong_answer_second_solution.mp3",
2025-07-29T23:32:09.242298,CA2b6c10c1bdb20d7043dfc79fc11465c6,Principal,transcript,तो क्या लोगों को समझ नहीं आता कि यह AI generated है या computer generated voice है.,,
2025-07-29T23:32:10.785194,CA2b6c10c1bdb20d7043dfc79fc11465c6,Nisha,audio,<audio: klariqo_agents_sound_so_realistic.mp3 + klariqo_agents_sound_so_realistic2.mp3>,"klariqo_agents_sound_so_realistic.mp3, klariqo_agents_sound_so_realistic2.mp3",
2025-07-29T23:32:49.925510,CA2b6c10c1bdb20d7043dfc79fc11465c6,Principal,transcript,तो इस,,
2025-07-29T23:32:53.564843,CA2b6c10c1bdb20d7043dfc79fc11465c6,Nisha,tts,<TTS: I want to help you in the best way possible. Could you tell me what specific aspect youd like to know more about?>,,
2025-07-29T23:33:04.545921,CA2b6c10c1bdb20d7043dfc79fc11465c6,Principal,transcript,जानना चाह रहा हूं कि इसको भोपाल में अभी और कोई use कर रहा है?,,
2025-07-29T23:33:06.141975,CA2b6c10c1bdb20d7043dfc79fc11465c6,Nisha,audio,<audio: client_examples_bhopal1.mp3>,client_examples_bhopal1.mp3,
2025-07-29T23:33:40.101494,CA2b6c10c1bdb20d7043dfc79fc11465c6,Principal,transcript,WhatsApp पर मुझे demo भेज दीजिए इसका एक बार.,,
2025-07-29T23:33:42.313856,CA2b6c10c1bdb20d7043dfc79fc11465c6,Nisha,audio,<audio: glad_for_demo_and_patent_mention.mp3 + meeting_with_founder.mp3>,"glad_for_demo_and_patent_mention.mp3, meeting_with_founder.mp3",
2025-07-29T23:34:20.249868,CA2b6c10c1bdb20d7043dfc79fc11465c6,Principal,transcript,Founder से मिलकर क्या होगा?,,
2025-07-29T23:34:21.760563,CA2b6c10c1bdb20d7043dfc79fc11465c6,Nisha,audio,<audio: why_meet_founder.mp3 + when_can_founder_call.mp3>,"why_meet_founder.mp3, when_can_founder_call.mp3",
2025-07-29T23:34:47.514752,CA2b6c10c1bdb20d7043dfc79fc11465c6,Principal,transcript,कभी भी कल चल सकता है तो हां ठीक है कर लेते हैं.,,
2025-07-29T23:34:53.146222,CA2b6c10c1bdb20d7043dfc79fc11465c6,Nisha,tts,<TTS: I want to help you in the best way possible. Could you tell me what specific aspect youd like to know more about?>,,
2025-07-29T23:43:05.370576,CAc21e42df16737fea9f7dfc5d415dee25,Nisha,audio,<audio: intro_klariqo.mp3>,intro_klariqo.mp3,
2025-07-29T23:43:25.092850,CAc21e42df16737fea9f7dfc5d415dee25,Principal,transcript,"Ok, बताइए.",,
2025-07-29T23:43:25.697041,CAc21e42df16737fea9f7dfc5d415dee25,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-07-29T23:44:08.896773,CAc21e42df16737fea9f7dfc5d415dee25,Principal,transcript,तो मेरे पास तो receptionist हैं जो यह करते हैं.,,
2025-07-29T23:44:09.581696,CAc21e42df16737fea9f7dfc5d415dee25,Nisha,audio,<audio: agents_need_no_breaks.mp3 + klariqo_concurrent_calls.mp3>,"agents_need_no_breaks.mp3, klariqo_concurrent_calls.mp3",
2025-07-29T23:44:51.594711,CAc21e42df16737fea9f7dfc5d415dee25,Principal,transcript,"ठीक है, तो यह कैसे काम करता है?",,
2025-07-29T23:44:52.245929,CAc21e42df16737fea9f7dfc5d415dee25,Nisha,audio,<audio: how_does_it_work_tech.mp3 + klariqo_adding_extra_features.mp3>,"how_does_it_work_tech.mp3, klariqo_adding_extra_features.mp3",
2025-07-29T23:45:53.466101,CAc21e42df16737fea9f7dfc5d415dee25,Principal,transcript,ठीक है तो इसका मतलब demo वगैरह है आपके पास?,,
2025-07-29T23:45:54.107380,CAc21e42df16737fea9f7dfc5d415dee25,Nisha,audio,<audio: glad_for_demo_and_patent_mention.mp3 + meeting_with_founder.mp3>,"glad_for_demo_and_patent_mention.mp3, meeting_with_founder.mp3",
2025-07-29T23:46:32.187081,CAc21e42df16737fea9f7dfc5d415dee25,Principal,transcript,ठीक है और इसका pricing क्या रहेगा?,,
2025-07-29T23:46:32.739155,CAc21e42df16737fea9f7dfc5d415dee25,Nisha,audio,<audio: klariqo_pricing.mp3 + 3000_mins_breakdown.mp3 + 40_calls_everymonth.mp3>,"klariqo_pricing.mp3, 3000_mins_breakdown.mp3, 40_calls_everymonth.mp3",
2025-08-01T08:34:47.061155,{CallSid},Principal,transcript,बताइए?,,
2025-08-01T08:35:08.808242,{CallSid},Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-08-01T08:38:24.023738,{CallSid},Principal,transcript,बताइए.,,
2025-08-01T08:38:26.391549,{CallSid},Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-08-01T08:41:08.346720,{CallSid},Principal,transcript,सही है?,,
2025-08-01T08:41:12.470228,{CallSid},Nisha,tts,<TTS: I want to help you in the best way possible. Could you tell me what specific aspect youd like to know more about?>,,
2025-08-01T08:43:46.465866,{CallSid},Principal,transcript,Hello जी बताइए.,,
2025-08-01T08:43:49.723495,{CallSid},Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-08-01T09:07:25.821971,{CallSid},Principal,transcript,जी बताइए.,,
2025-08-01T09:17:09.599805,{CallSid},Principal,transcript,Hello हां जी बताइए.,,
2025-08-01T09:27:43.497284,{CallSid},Principal,transcript,जी बताइए.,,
2025-08-01T09:50:00.999493,{CallSid},Principal,transcript,जी बताइए.,,
2025-08-01T09:50:04.329187,{CallSid},Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-08-01T13:41:55.936725,4fbb251191e714ec54f15d0d7ef21981,Principal,transcript,हां जी बताइए.,,
2025-08-01T13:41:58.151140,4fbb251191e714ec54f15d0d7ef21981,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-08-02T07:29:45.985030,618c730ea75195cd48892b929f5a1982,Principal,transcript,जी इसका pricing बताइए पहले?,,
2025-08-02T07:29:50.043640,618c730ea75195cd48892b929f5a1982,Nisha,audio,<audio: klariqo_pricing.pcm + 3000_mins_breakdown.pcm + 40_calls_everymonth.pcm>,"klariqo_pricing.pcm, 3000_mins_breakdown.pcm, 40_calls_everymonth.pcm",
2025-08-02T07:56:51.483487,8fffc30d9ac96dc0422dc5b1c1ae1982,Principal,transcript,बताइए?,,
2025-08-02T07:56:55.261796,8fffc30d9ac96dc0422dc5b1c1ae1982,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-08-02T08:18:46.951014,7a10c9e26a6f881955c228ec0bf41982,Principal,transcript,बताइए?,,
2025-08-02T08:18:50.804948,7a10c9e26a6f881955c228ec0bf41982,Nisha,audio,<audio: klariqo_provides_voice_agent1.mp3 + voice_agents_trained_details.mp3 + basically_agent_answers_parents.mp3 + agent_guides_onboarding_process.mp3>,"klariqo_provides_voice_agent1.mp3, voice_agents_trained_details.mp3, basically_agent_answers_parents.mp3, agent_guides_onboarding_process.mp3",
2025-08-02T08:55:23.925119,4853c5d63e87fea152f1b54d920e1982,Principal,transcript,जी बताइए.,,
